,Date,Cost,Install,Time Spent,LvL Start,LvL Win,Ego Buy,Ego Buyer %,Purchaser %,Booster Use,Booster User %,Session Ct,Revenue (1),Revenue (30),Tier
0,2022-01-17,225703.5459859758,8914,46.76563734198736,46.55708549905453,46.32131893706145,5.207471888105889,0.47452411075440515,0.010418623793326743,10.15132060708824,0.5051932470764036,1.7472018178563138,75.84822406960916,16392.745706327427,US
1,2022-01-18,271264.58666805335,10997,68.29547144318906,67.13799897675777,64.09026485989486,5.853416528958342,0.5126998708013448,0.010415233511942488,10.198732393800372,0.604251813986055,2.5529750513107885,862.9216252414654,62540.877021816246,US
2,2022-01-19,264563.57161266427,10282,52.38471412708333,48.77818702288667,43.14462948848434,2.358746602539725,0.5112186682513001,0.00832771378735949,11.894883305663729,0.5274896688596473,2.877706331026422,860.4885833257788,53348.222176683645,US
3,2022-01-20,217767.392507304,8493,63.777045638162534,49.20099689713565,48.42702542371216,1.5672089445690598,0.537931376846292,0.01130034941161611,8.152440778986856,0.7086860527608003,2.918057159714697,83.21421208115154,17027.763141741216,US
4,2022-01-21,191877.03773082263,9421,48.12566738527856,52.56829366613259,46.286219914079524,6.1615559823578145,0.49677958009114576,0.008698627212244778,10.951274684120852,0.5845454515532479,3.2576992539992524,1891.8072816434587,92120.01939056654,US
5,2022-01-22,298239.0559409548,11651,64.77732373758417,70.93509105060116,58.17293011654432,5.320658677438406,0.484243396400314,0.008449823283572641,7.998153859742237,0.6281946898428661,2.0093416415639456,2772.4758925302626,159108.5050146253,US
6,2022-01-23,199772.50118793658,7573,70.84007495943615,75.06400033940955,63.374013889701004,1.195500622157615,0.49513347269678415,0.009769170426098645,7.237203534007178,0.8638525088089368,1.9779749652258183,374.0914257368833,31823.21319239321,US
7,2022-01-24,235862.97622691584,9571,60.097711729419466,61.10338490863757,60.84396858018243,5.608272817158294,0.521171882342759,0.00904254176362399,11.120759295047534,0.554062713632842,2.199551625691094,64.16256995376786,17588.384835748926,US
8,2022-01-25,305759.9805161405,11265,75.48682238777974,76.85225639093915,64.27091978890981,1.6941488459093512,0.48678065983366126,0.011061836641545118,4.78737458933073,0.5115495048193882,1.0,890.6582368062033,67679.75594904332,US
9,2022-01-26,227897.3679537532,9133,58.60092648058292,56.175217790287235,49.38084133551875,1.241453603669376,0.48719878712211595,0.011001358094387011,8.259317701023381,0.6912604833400491,1.0,446.86209184704063,35087.055608381575,US
10,2022-01-27,249483.02948437666,9321,64.11367751879884,50.60717324192352,48.88888293193847,4.527958288387588,0.5492476334219384,0.010421003295027412,11.054136017412153,0.5352619404776369,1.0,541.5307868863106,42069.08228516295,US
